Country_name,Country_code,Days,Cost_of _living(CL),Class,Ticket_price, CL(Rounded)
Djibouti,262,4,13321.2914285714,0,80372,13321
Dominica,212,4,8597.59428571429,0,98248,8598
Dominican Republic,214,4,5556.19714285714,0,98248,5556
Ecuador,218,4,5206.73285714286,0,63327,5207
Egypt,818,4,3944.29,0,39122,3944
El Salvador,222,4,5897.84857142857,0,99059,5898
Equatorial Guinea,226,4,9114.78857142857,0,192554,9115
Estonia,233,4,7694.21,0,73952,7694
Ethiopia,231,4,7379.27142857143,0,59578,7379
Fiji,242,4,5867.36571428571,0,90434,5867
Finland,246,4,9908.79714285714,0,69657,9909
France,250,4,9972.93714285714,0,64303,9973
French Polynesia,258,4,12370.0771428571,0,193133,12370
French Southern Territories,260,4,9347.37571428571,0,74553,9347
Gabon,266,4,9347.37571428571,0,109193,9347
Gambia,270,4,4220.74714285714,0,386945,4221
Georgia,268,4,4220.74714285714,0,49220,4221
Germany,276,4,9431.63428571429,0,65582,9432
Ghana,288,4,5662.59,0,82580,5663
Gibraltar,292,4,9333.35571428571,0,69989,9333
Greece,300,4,16831.0114285714,0,77153,16831
Guam,316,4,13970.1128571429,0,411822,13970
Guatemala,320,4,6130.35714285714,0,111460,6130
Guernsey,831,4,12005.1257142857,0,90932,12005
Guinea-Bissau,624,4,7112.16714285714,0,141582,7112
Guyana,328,4,7112.16714285714,0,116984,7112
Haiti,332,4,9808.64285714286,0,88519,9809
Honduras,340,4,5879.51857142857,0,87581,5880
Hong Kong,344,4,11351.1814285714,0,104082,11351
Hungary,348,4,6006.44142857143,0,71105,6006
Iceland,352,4,12909.2385714286,0,103878,12909
India,356,4,3433.79142857143,0,0,3434
Indonesia,360,4,4749.94714285714,0,99117,4750
Iran,364,4,4987.81285714286,0,52602,4988
Iraq,368,4,5265.88857142857,0,30629,5266
Ireland,372,4,10202.3071428571,0,67045,10202
Isle of Man,833,4,9684.29428571429,0,37000,9684
Israel,376,4,11342.88,0,71926,11343
Italy,380,4,9162.35285714286,0,85236,9162
Ivory Coast,225,4,7653.61857142857,0,92650,7654
Jamaica,388,4,6689.79428571429,0,94475,6690
Japan,392,4,11354.7828571429,0,92299,11355
Jersey,832,4,12118.6871428571,0,63958,12119
Jordan,400,4,6921.79857142857,0,52330,6922
Kazakhstan,398,4,4367.44714285714,0,54494,4367
Kenya,404,4,5094.20571428571,0,53220,5094
Kosovo,383,4,3935.76571428571,0,75336,3936
Kuwait,414,4,7270.33142857143,0,87942,7270
Kyrgyzstan,417,4,3731.47714285714,0,43825,3731
Latvia,428,4,7166.97428571429,0,81811,7167
Lebanon,422,4,9798.48,0,123964,9798
Liberia,430,4,12793.8814285714,0,53063,12794
Libyan Arab Jamahiriya,434,4,7280.93428571429,0,73088,7281
Liechtenstein,438,4,13785.0642857143,0,84767,13785
Lithuania,440,4,6445.09,0,82760,6445
Luxembourg,442,4,11404.9085714286,0,77050,11405
Macao,446,4,9446.72428571429,0,67973,9447
Madagascar,450,4,4062.5,0,44281,4063
Malawi,454,4,6837.29857142857,0,82114,6837
Malaysia,458,4,4801.69714285714,0,78226,4802
Maldives,462,4,8153.13571428571,0,18090,8153
Malta,470,4,9184.52857142857,0,75961,9185
Mayotte,175,4,11428.0671428571,0,151915,11428
Mexico,484,4,5003.08285714286,0,122361,5003
"Moldova, Republic of",498,4,4537.72285714286,0,54565,4538
Monaco,492,4,16862.0514285714,0,63954,16862
Mongolia,496,4,4957.40714285714,0,414174,4957
Montenegro,499,4,5483.29857142857,0,650001,5483
Morocco,504,4,4576.68142857143,0,167580,4577
Myanmar,104,4,5068.29142857143,0,145700,5068
Nepal,524,4,3520.15428571429,0,26565,3520
Netherlands,528,4,10507.6,0,66093,10508
New Caledonia,540,4,13746.9942857143,0,49000,13747
New Zealand,554,4,9779.06571428571,0,155193,9779
Nicaragua,558,4,5686.28714285714,0,105709,5686
Niger,562,4,7795.14,0,105179,7795
Nigeria,566,4,4525.35285714286,0,108746,4525
North Macedonia,807,4,4568.37714285714,0,50884,4568
Norway,578,4,13127.2471428571,0,32741,13127
Oman,512,4,6839.47285714286,0,44033,6839
Pakistan,586,4,3166.40571428571,0,40681,3166
Palau,585,4,6710.37571428571,0,164987,6710
"Palestinian Territory, Occupied",275,4,7307.61428571429,0,50629,7308
Panama,591,4,7216.32857142857,0,117588,7216
Papua New Guinea,598,4,11152.8942857143,0,361452,11153
Paraguay,600,4,4237.38285714286,0,163160,4237
Peru,604,4,4306.21285714286,0,100844,4306
Philippines,608,4,5451.68571428571,0,367360,5452
Poland,616,4,6174.38142857143,0,60961,6174
Portugal,620,4,6557.34285714286,0,67973,6557
Puerto Rico,630,4,9222.4,0,41191,9222
Qatar,634,4,8872.69428571429,0,27318,8873
Republic Of Congo,242,4,11784.9185714286,0,120173,11785
Romania,642,4,5146.39857142857,0,56346,5146
Russia,643,4,5410.24142857143,0,47201,5410
Rwanda,646,4,4635.06571428571,0,68016,4635
"Saint Helena, Ascension and Tristan da Cunha",654,4,8840.01714285714,0,20294,8840
Saint Vincent and the Grenadines,670,4,8651.90857142857,0,312709,8652
San Marino,674,4,9137.20428571429,0,31214,9137
Saudi Arabia,682,4,9137.20428571429,0,51388,9137
Senegal,686,4,7400.01,0,111087,7400
Serbia,688,4,5197.44285714286,0,86750,5197
Seychelles,690,4,9151.81571428571,0,87469,9152
Singapore,702,4,10098.7428571429,0,79847,10099
Slovakia,703,4,6678.59142857143,0,58907,6679
Somalia,706,4,4772.44714285714,0,63722,4772
South Africa,710,4,6241.75,0,56121,6242
South Korea,82,4,10365.0314285714,0,89883,10365
Spain,724,4,7503.72857142857,0,59779,7504
Sri Lanka,144,4,3845.39142857143,0,23000,3845
Sudan,736,4,5758.55857142857,0,56772,5759
Suriname,740,4,6794.56,0,178819,6795
Sweden,752,4,9924.02285714286,0,71233,9924
Switzerland,756,4,16623.63,0,57064,16624
Syrian Arab Republic,760,4,3837.07142857143,0,108926,3837
Taiwan,158,4,8565.06714285714,0,77684,8565
Tajikistan,762,4,4147.73142857143,0,50818,4148
"Tanzania, United Republic of",834,4,4921.37285714286,0,63276,4921
Thailand,764,4,5808.8,0,58849,5809
Timor-Leste,626,4,7913.24142857143,0,82788,7913
Trinidad and Tobago,780,4,7345.83857142857,0,85897,7346
Tunisia,788,4,3805.78571428571,0,65573,3806
Turkey,792,4,4331.43857142857,0,40501,4331
Turkmenistan,795,4,18614.7742857143,0,42222,18615
Uganda,800,4,5025.7,0,65509,5026
Ukraine,804,4,4415.33571428571,0,46772,4415
United Arab Emirates,784,4,8840.12857142857,0,18722,8840
United Kingdom,826,4,9343.31714285714,0,60585,9343
United States Of America,840,4,9760.48714285714,0,61922,9760
Uruguay,858,4,7043.16285714286,0,79401,7043
Uzbekistan,860,4,4020.77571428571,0,61394,4021
Vanuatu,548,4,10760.5942857143,0,22000,10761
Venezuela,862,4,5347.25714285714,0,171655,5347
Vietnam,704,4,4666.42142857143,0,65696,4666
Yemen,887,4,7115.91571428571,0,0,7116
Zambia,894,4,5003.48142857143,0,91367,5003
Zimbabwe,716,4,6223.93142857143,0,90230,6224
Afghanistan,4,5,54459.4,1,54400,54459
Aland Islands,248,5,5387.93928571428,1,433010,5388
Albania,8,5,12828.2160714286,1,140201,12828
Algeria,12,5,6135.26607142857,1,116874,6135
Andorra,20,5,4909.73035714286,1,221880,4910
Angola,24,5,10626.425,1,16254,10626
Argentina,32,5,12785.9821428571,1,293260,12786
Armenia,51,5,5822.59464285714,1,22962,5823
Aruba,533,5,6102.22142857143,1,31820,6102
Australia,36,5,13472.3625,1,77890,13472
Austria,40,5,12711.1232142857,1,113606,12711
Azerbaijan,31,5,12942.6125,1,116659,12943
Bahamas,44,5,5387.50357142857,1,251587,5388
Bahrain,48,5,14534.2321428571,1,62901,14534
Bangladesh,50,5,10147.4232142857,1,294036,10147
Barbados,52,5,5157.30178571429,1,495061,5157
Belarus,112,5,14662.4535714286,1,125818,14662
Belgium,56,5,5683.48928571429,1,133558,5683
Belize,84,5,12356.3946428571,1,207518,12356
Bermuda,60,5,8258.29285714286,1,224374,8258
Bhutan,64,5,24156.0732142857,1,245788,24156
Bolivia,68,5,7177.50714285714,1,552034,7178
Bosnia and Herzegovina,70,5,6421.04107142857,1,98040,6421
Botswana,72,5,6594.625,1,172946,6595
Bouvet Island,74,5,6828.53928571429,1,254320,6829
Brazil,76,5,21554.9803571429,1,200726,21555
Brunei Darussalam,96,5,6091.43035714286,1,195000,6091
Bulgaria,100,5,8331.88928571429,1,109306,8332
Burkina Faso,854,5,6677.11964285714,1,182148,6677
Cambodia,116,5,8880.14285714286,1,716466,8880
Cameroon,120,5,7696.18571428571,1,184470,7696
Canada,124,5,6940.03214285714,1,207862,6940
Chile,152,5,11694.9232142857,1,200208,11695
China,156,5,8433.55892857143,1,926994,8434
Christmas Island,162,5,7194.18571428571,1,45000,7194
Colombia,170,5,4982.26071428571,1,182320,4982
Congo,178,5,4982.26071428571,1,260494,4982
Costa Rica,188,5,18328.5714285714,1,17716,18329
Curacao,599,5,8354.21964285714,1,200294,8354
Croatia,191,5,11927.0339285714,1,123840,11927
Cuba,192,5,9607.53035714286,1,223550,9608
Cyprus,196,5,7757.56964285714,1,130634,7758
Czech Republic,203,5,10522.8892857143,1,110424,10523
Denmark,208,5,8494.90535714286,1,78260,8495
Djibouti,262,5,14271.6267857143,1,131838,14272
Dominica,212,5,16651.6142857143,1,274684,16652
Dominican Republic,214,5,10746.9928571429,1,203390,10747
Ecuador,218,5,6945.24642857143,1,182234,6945
Egypt,818,5,6508.41607142857,1,96234,6508
El Salvador,222,5,4930.3625,1,197370,4930
Equatorial Guinea,226,5,7372.31071428572,1,163974,7372
Estonia,233,5,11393.4857142857,1,143200,11393
Ethiopia,231,5,9617.7625,1,198918,9618
Fiji,242,5,9224.08928571429,1,140060,9224
Finland,246,5,7334.20714285714,1,95116,7334
France,250,5,12385.9964285714,1,112144,12386
French Polynesia,258,5,12466.1714285714,1,1367056,12466
French Southern Territories,260,5,15462.5964285714,1,138000,15463
Gabon,266,5,11684.2196428571,1,140094,11684
Gambia,270,5,11684.2196428571,1,210528,11684
Georgia,268,5,5275.93392857143,1,117820,5276
Germany,276,5,5275.93392857143,1,111026,5276
Ghana,288,5,11789.5428571429,1,115068,11790
Gibraltar,292,5,7078.2375,1,125044,7078
Greece,300,5,11666.6946428571,1,123840,11667
Guam,316,5,21038.7642857143,1,410908,21039
Guatemala,320,5,17462.6410714286,1,184212,17463
Guernsey,831,5,7662.94642857143,1,141126,7663
Guinea-Bissau,624,5,15006.4071428571,1,180000,15006
Guyana,328,5,8890.20892857143,1,237876,8890
Haiti,332,5,8890.20892857143,1,26574,8890
Honduras,340,5,12260.8035714286,1,81700,12261
Hong Kong,344,5,7349.39821428571,1,164550,7349
Hungary,348,5,14188.9767857143,1,144824,14189
Iceland,352,5,7508.05178571429,1,397062,7508
India,356,5,16136.5482142857,1,0,16137
Indonesia,360,5,4292.23928571429,1,545928,4292
Iran,364,5,5937.43392857143,1,83447,5937
Iraq,368,5,6234.76607142857,1,67000,6235
Ireland,372,5,6582.36071428571,1,132440,6582
Isle of Man,833,5,12752.8839285714,1,59254,12753
Israel,376,5,12105.3678571429,1,202530,12105
Italy,380,5,14178.6,1,90214,14179
Ivory Coast,225,5,11452.9410714286,1,140982,11453
Jamaica,388,5,9567.02321428572,1,182901,9567
Japan,392,5,8362.24285714286,1,128202,8362
Jersey,832,5,14193.4785714286,1,138267,14193
Jordan,400,5,15148.3589285714,1,146360,15148
Kazakhstan,398,5,8652.24821428571,1,139480,8652
Kenya,404,5,5459.30892857143,1,89433,5459
Kosovo,383,5,6367.75714285714,1,96087,6368
Kuwait,414,5,4919.70714285714,1,150759,4920
Kyrgyzstan,417,5,9087.91428571429,1,137881,9088
Latvia,428,5,4664.34642857143,1,88695,4664
Lebanon,422,5,8958.71785714286,1,160435,8959
Liberia,430,5,12248.1,1,180181,12248
Libyan Arab Jamahiriya,434,5,15992.3517857143,1,120000,15992
Liechtenstein,438,5,9101.16785714286,1,118460,9101
Lithuania,440,5,17231.3303571429,1,124085,17231
Luxembourg,442,5,8056.3625,1,112315,8056
Macao,446,5,14256.1357142857,1,89000,14256
Madagascar,450,5,11808.4053571429,1,571085,11808
Malawi,454,5,5078.125,1,152676,5078
Malaysia,458,5,8546.62321428571,1,272339,8547
Maldives,462,5,6002.12142857143,1,72880,6002
Malta,470,5,10191.4196428571,1,87116,10191
Mayotte,175,5,11480.6607142857,1,394738,11481
Mexico,484,5,14285.0839285714,1,205728,14285
"Moldova, Republic of",498,5,6253.85357142857,1,126064,6254
Monaco,492,5,5672.15357142857,1,108035,5672
Mongolia,496,5,21077.5642857143,1,61222,21078
Montenegro,499,5,6196.75892857143,1,123268,6197
Morocco,504,5,6854.12321428571,1,198760,6854
Myanmar,104,5,5720.85178571429,1,170000,5721
Nepal,524,5,6335.36428571429,1,76000,6335
Netherlands,528,5,4400.19285714286,1,91429,4400
New Caledonia,540,5,13134.5,1,70000,13135
New Zealand,554,5,17183.7428571429,1,668667,17184
Nicaragua,558,5,12223.8321428571,1,262063,12224
Niger,562,5,7107.85892857143,1,145940,7108
Nigeria,566,5,9743.925,1,145940,9744
North Macedonia,807,5,5656.69107142857,1,168695,5657
Norway,578,5,5710.47142857143,1,126518,5710
Oman,512,5,16409.0589285714,1,47220,16409
Pakistan,586,5,8549.34107142857,1,49000,8549
Palau,585,5,3958.00714285714,1,18999,3958
"Palestinian Territory, Occupied",275,5,8387.96964285714,1,163163,8388
Panama,591,5,9134.51785714286,1,187795,9135
Papua New Guinea,598,5,9020.41071428572,1,831685,9020
Paraguay,600,5,13941.1178571429,1,246961,13941
Peru,604,5,5296.72857142857,1,18595,5297
Philippines,608,5,5382.76607142857,1,508026,5383
Poland,616,5,6814.60714285714,1,121809,6815
Portugal,620,5,7717.97678571429,1,112315,7718
Puerto Rico,630,5,8196.67857142857,1,163779,8197
Qatar,634,5,11528,1,38131,11528
Republic Of Congo,242,5,11090.8678571429,1,173001,11091
Romania,642,5,14731.1482142857,1,109809,14731
Russia,643,5,6432.99821428572,1,112871,6433
Rwanda,646,5,6762.80178571429,1,129426,6763
"Saint Helena, Ascension and Tristan da Cunha",654,5,5793.83214285714,1,40000,5794
Saint Vincent and the Grenadines,670,5,11050.0214285714,1,257418,11050
San Marino,674,5,10814.8857142857,1,417250,10815
Saudi Arabia,682,5,11421.5053571429,1,136931,11422
Senegal,686,5,11421.5053571429,1,280528,11422
Serbia,688,5,9250.0125,1,124094,9250
Seychelles,690,5,6496.80357142857,1,179124,6497
Singapore,702,5,11439.7696428571,1,221805,11440
Slovakia,703,5,12623.4285714286,1,89000,12623
Somalia,706,5,8348.23928571429,1,120000,8348
South Africa,710,5,5965.55892857143,1,200394,5966
South Korea,82,5,7802.1875,1,279659,7802
Spain,724,5,12956.2892857143,1,112315,12956
Sri Lanka,144,5,9379.66071428571,1,27816,9380
Sudan,736,5,4806.73928571429,1,75000,4807
Suriname,740,5,7198.19821428571,1,269876,7198
Sweden,752,5,8493.2,1,100479,8493
Switzerland,756,5,12405.0285714286,1,109157,12405
Syrian Arab Republic,760,5,20779.5375,1,117600,20780
Taiwan,158,5,4796.33928571429,1,261890,4796
Tajikistan,762,5,10706.3339285714,1,80000,10706
"Tanzania, United Republic of",834,5,5184.66428571429,1,139656,5185
Thailand,764,5,6151.71607142857,1,203573,6152
Timor-Leste,626,5,7261,1,120000,7261
Trinidad and Tobago,780,5,9891.55178571429,1,315379,9892
Tunisia,788,5,9182.29821428571,1,140202,9182
Turkey,792,5,4757.23214285714,1,124075,4757
Turkmenistan,795,5,5414.29821428571,1,78000,5414
Uganda,800,5,23268.4678571429,1,112334,23268
Ukraine,804,5,6282.125,1,112315,6282
United Arab Emirates,784,5,5519.16964285714,1,337871,5519
United Kingdom,826,5,11050.1607142857,1,108817,11050
United States Of America,840,5,11679.1464285714,1,246961,11679
Uruguay,858,5,12200.6089285714,1,130220,12201
Uzbekistan,860,5,8803.95357142857,1,168755,8804
Vanuatu,548,5,5025.96964285714,1,40000,5026
Venezuela,862,5,13450.7428571429,1,272598,13451
Vietnam,704,5,6684.07142857143,1,198775,6684
Yemen,887,5,5833.02678571429,1,0,5833
Zambia,894,5,8894.89464285714,1,144491,8895
Zimbabwe,716,5,6254.35178571429,1,195599,6254
Afghanistan,4,6,9335.89714285714,2,39400,9336
Aland Islands,248,6,15393.8592857143,2,418010,15394
Albania,8,6,7362.31928571428,2,125201,7362
Algeria,12,6,5891.67642857143,2,101874,5892
Andorra,20,6,12751.71,2,206880,12752
Angola,24,6,15343.1785714286,2,111254,15343
Argentina,32,6,6987.11357142857,2,278260,6987
Armenia,51,6,7322.66571428572,2,97962,7323
Aruba,533,6,16166.835,2,16820,16167
Australia,36,6,15253.3478571429,2,62890,15253
Austria,40,6,15531.135,2,98606,15531
Azerbaijan,31,6,6465.00428571429,2,101659,6465
Bahamas,44,6,17441.0785714286,2,236587,17441
Bahrain,48,6,12176.9078571429,2,57901,12177
Bangladesh,50,6,6188.76214285714,2,179036,6189
Barbados,52,6,17594.9442857143,2,180061,17595
Belarus,112,6,6820.18714285714,2,110818,6820
Belgium,56,6,14827.6735714286,2,118558,14828
Belize,84,6,9909.95142857143,2,142518,9910
Bermuda,60,6,28987.2878571429,2,109374,28987
Bhutan,64,6,8613.00857142857,2,130788,8613
Bolivia,68,6,7705.24928571429,2,337034,7705
Bosnia and Herzegovina,70,6,7913.55,2,83040,7914
Botswana,72,6,8194.24714285714,2,157946,8194
Bouvet Island,74,6,25865.9764285714,2,239320,25866
Brazil,76,6,7309.71642857143,2,185726,7310
Brunei Darussalam,96,6,9998.26714285714,2,180000,9998
Bulgaria,100,6,8012.54357142857,2,94306,8013
Burkina Faso,854,6,10656.1714285714,2,167148,10656
Cambodia,116,6,9235.42285714286,2,701466,9235
Cameroon,120,6,8328.03857142857,2,169470,8328
Canada,124,6,14033.9078571429,2,192862,14034
Chile,152,6,10120.2707142857,2,185208,10120
China,156,6,8633.02285714286,2,911994,8633
Christmas Island,162,6,5978.71285714286,2,30000,5979
Colombia,170,6,5978.71285714286,2,167320,5979
Congo,178,6,21994.2857142857,2,245494,21994
Costa Rica,188,6,10025.0635714286,2,2716,10025
Curacao,599,6,14312.4407142857,2,185294,14312
Croatia,191,6,11529.0364285714,2,108840,11529
Cuba,192,6,9309.08357142857,2,208550,9309
Cyprus,196,6,12627.4671428571,2,115634,12627
Czech Republic,203,6,10193.8864285714,2,95424,10194
Denmark,208,6,17125.9521428571,2,63260,17126
Djibouti,262,6,19981.9371428571,2,116838,19982
Dominica,212,6,12896.3914285714,2,259684,12896
Dominican Republic,214,6,8334.29571428571,2,188390,8334
Ecuador,218,6,7810.09928571429,2,167234,7810
Egypt,818,6,5916.435,2,81234,5916
El Salvador,222,6,8846.77285714286,2,182370,8847
Equatorial Guinea,226,6,13672.1828571429,2,148974,13672
Estonia,233,6,11541.315,2,128200,11541
Ethiopia,231,6,11068.9071428571,2,183918,11069
Fiji,242,6,8801.04857142857,2,125060,8801
Finland,246,6,14863.1957142857,2,80116,14863
France,250,6,14959.4057142857,2,97144,14959
French Polynesia,258,6,18555.1157142857,2,1352056,18555
French Southern Territories,260,6,14021.0635714286,2,123000,14021
Gabon,266,6,14021.0635714286,2,125094,14021
Gambia,270,6,6331.12071428571,2,195528,6331
Georgia,268,6,6331.12071428571,2,102820,6331
Germany,276,6,14147.4514285714,2,96026,14147
Ghana,288,6,8493.885,2,100068,8494
Gibraltar,292,6,14000.0335714286,2,110044,14000
Greece,300,6,25246.5171428571,2,108840,25247
Guam,316,6,20955.1692857143,2,395908,20955
Guatemala,320,6,9195.53571428571,2,169212,9196
Guernsey,831,6,18007.6885714286,2,126126,18008
Guinea-Bissau,624,6,10668.2507142857,2,165000,10668
Guyana,328,6,10668.2507142857,2,222876,10668
Haiti,332,6,14712.9642857143,2,11574,14713
Honduras,340,6,8819.27785714286,2,66700,8819
Hong Kong,344,6,17026.7721428571,2,149550,17027
Hungary,348,6,9009.66214285714,2,129824,9010
Iceland,352,6,19363.8578571429,2,382062,19364
India,356,6,5150.68714285714,2,-15000,5151
Indonesia,360,6,7124.92071428571,2,530928,7125
Iran,364,6,7481.71928571429,2,68447,7482
Iraq,368,6,7898.83285714286,2,52000,7899
Ireland,372,6,15303.4607142857,2,117440,15303
Isle of Man,833,6,14526.4414285714,2,44254,14526
Israel,376,6,17014.32,2,187530,17014
Italy,380,6,13743.5292857143,2,75214,13744
Ivory Coast,225,6,11480.4278571429,2,125982,11480
Jamaica,388,6,10034.6914285714,2,167901,10035
Japan,392,6,17032.1742857143,2,113202,17032
Jersey,832,6,18178.0307142857,2,123267,18178
Jordan,400,6,10382.6978571429,2,131360,10383
Kazakhstan,398,6,6551.17071428572,2,124480,6551
Kenya,404,6,7641.30857142857,2,74433,7641
Kosovo,383,6,5903.64857142857,2,81087,5904
Kuwait,414,6,10905.4971428571,2,135759,10905
Kyrgyzstan,417,6,5597.21571428571,2,122881,5597
Latvia,428,6,10750.4614285714,2,73695,10750
Lebanon,422,6,14697.72,2,145435,14698
Liberia,430,6,19190.8221428571,2,165181,19191
Libyan Arab Jamahiriya,434,6,10921.4014285714,2,105000,10921
Liechtenstein,438,6,20677.5964285714,2,103460,20678
Lithuania,440,6,9667.635,2,109085,9668
Luxembourg,442,6,17107.3628571429,2,97315,17107
Macao,446,6,14170.0864285714,2,74000,14170
Madagascar,450,6,6093.75,2,556085,6094
Malawi,454,6,10255.9478571429,2,137676,10256
Malaysia,458,6,7202.54571428571,2,257339,7203
Maldives,462,6,12229.7035714286,2,57880,12230
Malta,470,6,13776.7928571429,2,72116,13777
Mayotte,175,6,17142.1007142857,2,379738,17142
Mexico,484,6,7504.62428571429,2,190728,7505
"Moldova, Republic of",498,6,6806.58428571429,2,111064,6807
Monaco,492,6,25293.0771428571,2,93035,25293
Mongolia,496,6,7436.11071428571,2,46222,7436
Montenegro,499,6,8224.94785714286,2,108268,8225
Morocco,504,6,6865.02214285714,2,183760,6865
Myanmar,104,6,7602.43714285714,2,155000,7602
Nepal,524,6,5280.23142857143,2,61000,5280
Netherlands,528,6,15761.4,2,76429,15761
New Caledonia,540,6,20620.4914285714,2,55000,20620
New Zealand,554,6,14668.5985714286,2,653667,14669
Nicaragua,558,6,8529.43071428571,2,247063,8529
Niger,562,6,11692.71,2,130940,11693
Nigeria,566,6,6788.02928571429,2,130940,6788
North Macedonia,807,6,6852.56571428571,2,153695,6853
Norway,578,6,19690.8707142857,2,111518,19691
Oman,512,6,10259.2092857143,2,32220,10259
Pakistan,586,6,4749.60857142857,2,34000,4750
Palau,585,6,10065.5635714286,2,3999,10066
"Palestinian Territory, Occupied",275,6,10961.4214285714,2,148163,10961
Panama,591,6,10824.4928571429,2,172795,10824
Papua New Guinea,598,6,16729.3414285714,2,816685,16729
Paraguay,600,6,6356.07428571429,2,231961,6356
Peru,604,6,6459.31928571429,2,3595,6459
Philippines,608,6,8177.52857142857,2,493026,8178
Poland,616,6,9261.57214285714,2,106809,9262
Portugal,620,6,9836.01428571429,2,97315,9836
Puerto Rico,630,6,13833.6,2,148779,13834
Qatar,634,6,13309.0414285714,2,23131,13309
Republic Of Congo,242,6,17677.3778571429,2,158001,17677
Romania,642,6,7719.59785714286,2,94809,7720
Russia,643,6,8115.36214285714,2,97871,8115
Rwanda,646,6,6952.59857142857,2,114426,6953
"Saint Helena, Ascension and Tristan da Cunha",654,6,13260.0257142857,2,25000,13260
Saint Vincent and the Grenadines,670,6,12977.8628571429,2,242418,12978
San Marino,674,6,13705.8064285714,2,402250,13706
Saudi Arabia,682,6,13705.8064285714,2,121931,13706
Senegal,686,6,11100.015,2,265528,11100
Serbia,688,6,7796.16428571429,2,109094,7796
Seychelles,690,6,13727.7235714286,2,164124,13728
Singapore,702,6,15148.1142857143,2,206805,15148
Slovakia,703,6,10017.8871428571,2,74000,10018
Somalia,706,6,7158.67071428571,2,105000,7159
South Africa,710,6,9362.625,2,185394,9363
South Korea,82,6,15547.5471428571,2,264659,15548
Spain,724,6,11255.5928571429,2,97315,11256
Sri Lanka,144,6,5768.08714285714,2,12816,5768
Sudan,736,6,8637.83785714286,2,60000,8638
Suriname,740,6,10191.84,2,254876,10192
Sweden,752,6,14886.0342857143,2,85479,14886
Switzerland,756,6,24935.445,2,94157,24935
Syrian Arab Republic,760,6,5755.60714285714,2,102600,5756
Taiwan,158,6,12847.6007142857,2,246890,12848
Tajikistan,762,6,6221.59714285714,2,65000,6222
"Tanzania, United Republic of",834,6,7382.05928571429,2,124656,7382
Thailand,764,6,8713.2,2,188573,8713
Timor-Leste,626,6,11869.8621428571,2,105000,11870
Trinidad and Tobago,780,6,11018.7578571429,2,300379,11019
Tunisia,788,6,5708.67857142857,2,125202,5709
Turkey,792,6,6497.15785714286,2,109075,6497
Turkmenistan,795,6,27922.1614285714,2,63000,27922
Uganda,800,6,7538.55,2,97334,7539
Ukraine,804,6,6623.00357142857,2,97315,6623
United Arab Emirates,784,6,13260.1928571429,2,322871,13260
United Kingdom,826,6,14014.9757142857,2,93817,14015
United States Of America,840,6,14640.7307142857,2,231961,14641
Uruguay,858,6,10564.7442857143,2,115220,10565
Uzbekistan,860,6,6031.16357142857,2,153755,6031
Vanuatu,548,6,16140.8914285714,2,25000,16141
Venezuela,862,6,8020.88571428572,2,257598,8021
Vietnam,704,6,6999.63214285714,2,183775,7000
Yemen,887,6,10673.8735714286,2,0,10674
Zambia,894,6,7505.22214285714,2,129491,7505
Zimbabwe,716,6,9335.89714285714,2,180599,9336
Afghanistan,4,100,155598.285714286,0,24540,155598
Aland Islands,248,100,256564.321428571,0,38000,256564
Albania,8,100,122705.321428571,0,37154,122705
Algeria,12,100,98194.6071428571,0,38438,98195
Andorra,20,100,212528.5,0,65492,212529
Angola,24,100,255719.642857143,0,45417,255720
Argentina,32,100,116451.892857143,0,62791,116452
Armenia,51,100,122044.428571429,0,32917,122044
Aruba,533,100,269447.25,0,48110,269447
Australia,36,100,254222.464285714,0,36567,254222
Austria,40,100,258852.25,0,48960,258852
Azerbaijan,31,100,107750.071428571,0,24369,107750
Bahamas,44,100,290684.642857143,0,52553,290685
Bahrain,48,100,202948.464285714,0,55378,202948
Bangladesh,50,100,103146.035714286,0,55452,103146
Barbados,52,100,293249.071428571,0,28164,293249
Belarus,112,100,113669.785714286,0,75954,113670
Belgium,56,100,247127.892857143,0,67511,247128
Belize,84,100,165165.857142857,0,87952,165166
Bermuda,60,100,483121.464285714,0,68229,483121
Bhutan,64,100,143550.142857143,0,12000,143550
Bolivia,68,100,128420.821428571,0,171097,128421
Bosnia and Herzegovina,70,100,131892.5,0,103463,131893
Botswana,72,100,136570.785714286,0,95381,136571
Bouvet Island,74,100,431099.607142857,0,1223600,431100
Brazil,76,100,121828.607142857,0,103096,121829
Brunei Darussalam,96,100,166637.785714286,0,101331,166638
Bulgaria,100,100,133542.392857143,0,127832,133542
Burkina Faso,854,100,177602.857142857,0,127835,177603
Cambodia,116,100,153923.714285714,0,74252,153924
Cameroon,120,100,138800.642857143,0,68841,138801
Canada,124,100,233898.464285714,0,92203,233898
Chile,152,100,168671.178571429,0,107167,168671
China,156,100,143883.714285714,0,226004,143884
Christmas Island,162,100,99645.2142857143,0,15000,99645
Colombia,170,100,99645.2142857143,0,91259,99645
Congo,178,100,366571.428571429,0,115320,366571
Costa Rica,188,100,167084.392857143,0,104669,167084
Curacao,599,100,238540.678571429,0,122433,238541
Croatia,191,100,192150.607142857,0,72995,192151
Cuba,192,100,155151.392857143,0,152249,155151
Cyprus,196,100,210457.785714286,0,74746,210458
Czech Republic,203,100,169898.107142857,0,55511,169898
